"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","averageage:ch1","averagebodymassindex:ch1","dnamage:ch1","huntingtondiseasestatus:ch1","sentrix.id:ch1"
"GSM4409618","genomic DNA from buffy coat Sample42 [X200397540018]","GSM4409618","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","manifest_buffy coat","Homo sapiens","sentrix.id: X200397540018","huntingtondiseasestatus: manifest","averageage: 53.55583333","averagebodymassindex: 24.63636364","dnamage: 52.03664692","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","53.55583333","24.63636364","52.03664692","manifest","X200397540018"
"GSM4409619","genomic DNA from buffy coat Sample43 [X200397540022]","GSM4409619","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","control_buffy coat","Homo sapiens","sentrix.id: X200397540022","huntingtondiseasestatus: control","averageage: 47.97571429","averagebodymassindex: 33.97142857","dnamage: 43.58997816","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","47.97571429","33.97142857","43.58997816","control","X200397540022"
"GSM4409620","genomic DNA from buffy coat Sample44 [X200397540026]","GSM4409620","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","control_buffy coat","Homo sapiens","sentrix.id: X200397540026","huntingtondiseasestatus: control","averageage: 42.52083333","averagebodymassindex: 27.025","dnamage: 39.24332715","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","42.52083333","27.025","39.24332715","control","X200397540026"
"GSM4409621","genomic DNA from buffy coat Sample45 [X200397540027]","GSM4409621","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","manifest_buffy coat","Homo sapiens","sentrix.id: X200397540027","huntingtondiseasestatus: manifest","averageage: 58.3675","averagebodymassindex: 28.45833333","dnamage: 55.09846485","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","58.3675","28.45833333","55.09846485","manifest","X200397540027"
"GSM4409622","genomic DNA from buffy coat Sample46 [X200397540028]","GSM4409622","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","control_buffy coat","Homo sapiens","sentrix.id: X200397540028","huntingtondiseasestatus: control","averageage: 46.48166667","averagebodymassindex: 24.99166667","dnamage: 39.04114391","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","46.48166667","24.99166667","39.04114391","control","X200397540028"
"GSM4409623","genomic DNA from buffy coat Sample47 [X200397540032]","GSM4409623","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","control_buffy coat","Homo sapiens","sentrix.id: X200397540032","huntingtondiseasestatus: control","averageage: 49.765","averagebodymassindex: 29.675","dnamage: 44.53064586","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","49.765","29.675","44.53064586","control","X200397540032"
"GSM4409624","genomic DNA from buffy coat Sample48 [X200397540033]","GSM4409624","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","control_buffy coat","Homo sapiens","sentrix.id: X200397540033","huntingtondiseasestatus: control","averageage: 51.0975","averagebodymassindex: 26.99166667","dnamage: 48.97165661","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","51.0975","26.99166667","48.97165661","control","X200397540033"
"GSM4409625","genomic DNA from buffy coat Sample49 [X200397540034]","GSM4409625","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","manifest_buffy coat","Homo sapiens","sentrix.id: X200397540034","huntingtondiseasestatus: manifest","averageage: 42.37625","averagebodymassindex: 23.8875","dnamage: 39.4917428","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","42.37625","23.8875","39.4917428","manifest","X200397540034"
"GSM4409626","genomic DNA from buffy coat Sample50 [X200397540035]","GSM4409626","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","control_buffy coat","Homo sapiens","sentrix.id: X200397540035","huntingtondiseasestatus: control","averageage: 45.91","averagebodymassindex: 24.575","dnamage: 41.96775079","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","45.91","24.575","41.96775079","control","X200397540035"
"GSM4409627","genomic DNA from buffy coat Sample51 [X200397540036]","GSM4409627","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","manifest_buffy coat","Homo sapiens","sentrix.id: X200397540036","huntingtondiseasestatus: manifest","averageage: 44.515","averagebodymassindex: 25.17","dnamage: 42.99845156","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","44.515","25.17","42.99845156","manifest","X200397540036"
"GSM4409628","genomic DNA from buffy coat Sample52 [X200397540037]","GSM4409628","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","manifest_buffy coat","Homo sapiens","sentrix.id: X200397540037","huntingtondiseasestatus: manifest","averageage: 51.95833333","averagebodymassindex: 25.44166667","dnamage: 48.99544934","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","51.95833333","25.44166667","48.99544934","manifest","X200397540037"
"GSM4409629","genomic DNA from buffy coat Sample53 [X200397540046]","GSM4409629","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","manifest_buffy coat","Homo sapiens","sentrix.id: X200397540046","huntingtondiseasestatus: manifest","averageage: 51.11083333","averagebodymassindex: 25.89166667","dnamage: 49.24138148","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","51.11083333","25.89166667","49.24138148","manifest","X200397540046"
"GSM4409630","genomic DNA from buffy coat Sample54 [X200397540047]","GSM4409630","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","manifest_buffy coat","Homo sapiens","sentrix.id: X200397540047","huntingtondiseasestatus: manifest","averageage: 48.63833333","averagebodymassindex: 25.85454545","dnamage: 46.80377883","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","48.63833333","25.85454545","46.80377883","manifest","X200397540047"
"GSM4409631","genomic DNA from buffy coat Sample55 [X200397540055]","GSM4409631","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","control_buffy coat","Homo sapiens","sentrix.id: X200397540055","huntingtondiseasestatus: control","averageage: 40.59666667","averagebodymassindex: 31.64166667","dnamage: 37.18560478","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","40.59666667","31.64166667","37.18560478","control","X200397540055"
"GSM4409632","genomic DNA from buffy coat Sample56 [X200397540056]","GSM4409632","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","control_buffy coat","Homo sapiens","sentrix.id: X200397540056","huntingtondiseasestatus: control","averageage: 53.96416667","averagebodymassindex: 29.64166667","dnamage: 51.28244375","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","53.96416667","29.64166667","51.28244375","control","X200397540056"
"GSM4409633","genomic DNA from buffy coat Sample57 [X200397540057]","GSM4409633","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","control_buffy coat","Homo sapiens","sentrix.id: X200397540057","huntingtondiseasestatus: control","averageage: 40.34833333","averagebodymassindex: 27.71666667","dnamage: 35.29359151","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","40.34833333","27.71666667","35.29359151","control","X200397540057"
"GSM4409634","genomic DNA from buffy coat Sample58 [X200397540058]","GSM4409634","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","pre-manifest_buffy coat","Homo sapiens","sentrix.id: X200397540058","huntingtondiseasestatus: pre-manifest","averageage: 43.68916667","averagebodymassindex: 24.4","dnamage: 40.35618866","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","43.68916667","24.4","40.35618866","pre-manifest","X200397540058"
"GSM4409635","genomic DNA from buffy coat Sample59 [X200397540064]","GSM4409635","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","pre-manifest_buffy coat","Homo sapiens","sentrix.id: X200397540064","huntingtondiseasestatus: pre-manifest","averageage: 45.67416667","averagebodymassindex: 26.225","dnamage: 40.95780095","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","45.67416667","26.225","40.95780095","pre-manifest","X200397540064"
"GSM4409636","genomic DNA from buffy coat Sample60 [X200397540065]","GSM4409636","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","control_buffy coat","Homo sapiens","sentrix.id: X200397540065","huntingtondiseasestatus: control","averageage: 48.46583333","averagebodymassindex: 29.06666667","dnamage: 46.67744782","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","48.46583333","29.06666667","46.67744782","control","X200397540065"
"GSM4409637","genomic DNA from buffy coat Sample61 [X200397540066]","GSM4409637","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","control_buffy coat","Homo sapiens","sentrix.id: X200397540066","huntingtondiseasestatus: control","averageage: 52.52","averagebodymassindex: 31.1","dnamage: 54.0511198","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","52.52","31.1","54.0511198","control","X200397540066"
"GSM4409638","genomic DNA from buffy coat Sample62 [X200397540072]","GSM4409638","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","manifest_buffy coat","Homo sapiens","sentrix.id: X200397540072","huntingtondiseasestatus: manifest","averageage: 55.40333333","averagebodymassindex: 28.11666667","dnamage: 52.14169211","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","55.40333333","28.11666667","52.14169211","manifest","X200397540072"
"GSM4409639","genomic DNA from buffy coat Sample63 [X200397540083]","GSM4409639","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","pre-manifest_buffy coat","Homo sapiens","sentrix.id: X200397540083","huntingtondiseasestatus: pre-manifest","averageage: 46.299","averagebodymassindex: 25.78888889","dnamage: 43.23796606","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","46.299","25.78888889","43.23796606","pre-manifest","X200397540083"
"GSM4409640","genomic DNA from buffy coat Sample64 [X200397540085]","GSM4409640","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","control_buffy coat","Homo sapiens","sentrix.id: X200397540085","huntingtondiseasestatus: control","averageage: 56.6175","averagebodymassindex: 26.1","dnamage: 53.21710562","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","56.6175","26.1","53.21710562","control","X200397540085"
"GSM4409641","genomic DNA from buffy coat Sample65 [X200397540091]","GSM4409641","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","manifest_buffy coat","Homo sapiens","sentrix.id: X200397540091","huntingtondiseasestatus: manifest","averageage: 53.94416667","averagebodymassindex: 27.04166667","dnamage: 51.55629369","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","53.94416667","27.04166667","51.55629369","manifest","X200397540091"
"GSM4409642","genomic DNA from buffy coat Sample66 [X200397540094]","GSM4409642","Public on Jul 02 2020","Mar 12 2020","Jul 02 2020","genomic","1","control_buffy coat","Homo sapiens","sentrix.id: X200397540094","huntingtondiseasestatus: control","averageage: 40.09666667","averagebodymassindex: 27.475","dnamage: 36.91529314","Standard Illumina Protocol","DNA extracted from buffy coat samples","genomic DNA","genomic DNA was extracted and purified from EDTA tubes using the RecoverEase DNA Isolation Kit.","Cy3 and Cy5","Standard Illumina Protocol","9606","bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol","Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting","genomic DNA from buffy coat averaged across 12 individuals on the same chip (SENTRIX ID)","Noob normalization using the R function preprocessNoob from the minfi R package","GPL13534","Steve,,Horvath","shorvath@altoslabs.com","Horvath","Human Genetics","University of California, Los Angeles","695 Charles E. Young Drive South, Box 708822","Los Angeles","CA","90095-7088","USA","NONE","485512","40.09666667","27.475","36.91529314","control","X200397540094"
